prices,market_caps,total_volumes,id_coin,date
15.057,2339130867.9212255,229491352.10678744,binancecoin,2019-11-25
15.19,2335397726.625603,224300192.91911694,binancecoin,2019-11-26
15.316,2353850328.782428,172816405.70923045,binancecoin,2019-11-27
15.96,2447219831.0203133,209010534.35397953,binancecoin,2019-11-28
15.561,2387281534.226739,141878650.83286667,binancecoin,2019-11-29
16.156,2479816860.960093,213298946.69657415,binancecoin,2019-11-30
15.707,2410939854.0686274,195044683.54364333,binancecoin,2019-12-01
15.455,2370714811.0929317,193840543.69785565,binancecoin,2019-12-02
15.143,2326424403.815256,180234082.9407759,binancecoin,2019-12-03
15.245,2341111791.3174357,191379595.60480312,binancecoin,2019-12-04
15.127,2324400981.0368266,221792063.24508122,binancecoin,2019-12-05
15.647,2401017472.81102,254288921.6232912,binancecoin,2019-12-06
15.672,2399019210.9832215,230194170.10913834,binancecoin,2019-12-07
15.569,2390208907.6339016,219620354.3170334,binancecoin,2019-12-08
15.579,2392977301.7334847,214654752.49905446,binancecoin,2019-12-09
15.328,2350723770.1645617,176892874.85076576,binancecoin,2019-12-10
14.801,2271141392.9431624,177092319.72845337,binancecoin,2019-12-11
14.75,2261960517.022516,166588192.86400253,binancecoin,2019-12-12
14.713,2262402193.447172,158091955.7680111,binancecoin,2019-12-13
14.81,2272951579.5537577,164498254.64384362,binancecoin,2019-12-14
14.368,2205218684.5003157,160424902.1360753,binancecoin,2019-12-15
14.355,2205239116.243429,166600618.18560407,binancecoin,2019-12-16
13.453,2066058407.3425472,167675616.15803048,binancecoin,2019-12-17
12.355,1900250905.3581653,182840088.87754968,binancecoin,2019-12-18
13.492,2070675410.0401158,221276214.80714843,binancecoin,2019-12-19
13.307,2041771179.9406009,157559456.8116397,binancecoin,2019-12-20
13.499,2071647692.2038841,202947983.1290672,binancecoin,2019-12-21
13.289,2039535646.509155,190795847.35662544,binancecoin,2019-12-22
13.806000000000001,2110853076.6536293,203768506.7746141,binancecoin,2019-12-23
13.314,2045544930.4255922,162666681.53980994,binancecoin,2019-12-24
13.319,2046244983.125574,186760807.64543897,binancecoin,2019-12-25
13.075,2006685206.2182066,139752557.28814977,binancecoin,2019-12-26
13.142,2017880019.4300404,154341640.3319999,binancecoin,2019-12-27
13.278,2035057674.2384577,168454467.93422374,binancecoin,2019-12-28
13.672,2101494900.46546,191055609.9451352,binancecoin,2019-12-29
14.107,2161147034.904468,214556552.22517756,binancecoin,2019-12-30
13.854,2126194408.1383953,180733324.1184154,binancecoin,2019-12-31
13.716,2103940814.8705513,168238324.6059325,binancecoin,2020-01-01
13.686,2099316231.125117,184709056.80440834,binancecoin,2020-01-02
13.007,1995647509.1802216,157356597.61545256,binancecoin,2020-01-03
13.603,2088116795.7714274,177239685.25572574,binancecoin,2020-01-04
13.795,2116144291.915908,169907478.42152599,binancecoin,2020-01-05
14.006,2147450559.740196,183407548.10139453,binancecoin,2020-01-06
14.901,2290887105.200194,222341899.1044333,binancecoin,2020-01-07
14.97,2303435257.4222775,212354395.11205515,binancecoin,2020-01-08
14.499,2231554930.3303814,182170907.22937414,binancecoin,2020-01-09
14.402,2202749503.6861596,186715078.23074365,binancecoin,2020-01-10
15.073,2298403615.7259774,205053226.0090087,binancecoin,2020-01-11
14.898,2290593279.156139,214306064.04047754,binancecoin,2020-01-12
15.304,2347844996.5334334,210916688.70912793,binancecoin,2020-01-13
15.163,2328371221.1582727,190567044.13822088,binancecoin,2020-01-14
16.651,2546512800.3187695,256200729.81616852,binancecoin,2020-01-15
17.66,2695653560.446619,363286199.19305456,binancecoin,2020-01-16
17.013,2603726452.038203,180942925.1164076,binancecoin,2020-01-17
18.067,2784697147.5543413,324691292.3556272,binancecoin,2020-01-18
17.78,2733334308.82279,260499762.30293602,binancecoin,2020-01-19
17.355,2662443492.9893026,247057878.98885408,binancecoin,2020-01-20
17.332,2658043749.5532937,263222093.53699622,binancecoin,2020-01-21
18.106,2775403908.1440234,282373775.61762744,binancecoin,2020-01-22
17.785,2727795013.688821,221221906.91524404,binancecoin,2020-01-23
16.981,2605306661.6892314,213945091.06471282,binancecoin,2020-01-24
17.026,2614002412.698689,225882782.21239612,binancecoin,2020-01-25
16.944,2604451767.4990172,205048618.44829246,binancecoin,2020-01-26
17.437,2674086712.651739,243479316.87407124,binancecoin,2020-01-27
17.635,2698791730.431113,230946817.91046128,binancecoin,2020-01-28
18.057,2745879946.2703395,237464057.06177658,binancecoin,2020-01-29
17.849,2747236096.2496214,241033846.2136708,binancecoin,2020-01-30
18.574,2847071752.4987006,252662477.17571872,binancecoin,2020-01-31
18.103,2788030152.176015,243240997.98320857,binancecoin,2020-02-01
18.147,2785023700.2725196,184719237.7135627,binancecoin,2020-02-02
18.43,2828376341.9687476,253345268.4467689,binancecoin,2020-02-03
18.47,2834950672.338868,173491661.6450308,binancecoin,2020-02-04
18.122,2787798000.3473516,136322480.73723087,binancecoin,2020-02-05
19.185,2945748769.8295617,290141371.29324454,binancecoin,2020-02-06
20.606,3157866992.351171,353390568.57729137,binancecoin,2020-02-07
22.125,3395280397.1581664,437168891.0251412,binancecoin,2020-02-08
21.796,3345049428.7296357,294670011.461237,binancecoin,2020-02-09
23.919,3671656947.759465,396099869.5758383,binancecoin,2020-02-10
25.253,3882697589.255931,621855205.6001904,binancecoin,2020-02-11
25.673000000000002,3940209442.1202903,513583904.4563307,binancecoin,2020-02-12
26.42,4030446327.5002565,476505354.8734143,binancecoin,2020-02-13
25.404,3894836056.451729,382278653.96362925,binancecoin,2020-02-14
26.238,4014430330.4323864,421277508.15463513,binancecoin,2020-02-15
24.066,3694035234.841765,433444195.9497916,binancecoin,2020-02-16
23.642,3616306586.4908743,442399014.6733692,binancecoin,2020-02-17
23.571,3598860680.007088,440300039.5821427,binancecoin,2020-02-18
24.025,3691896845.9100976,347593301.5396434,binancecoin,2020-02-19
22.251,3449518851.48574,288054592.1590407,binancecoin,2020-02-20
22.14,3400751851.238378,293917888.1928246,binancecoin,2020-02-21
22.12,3395848277.908833,379734030.4011887,binancecoin,2020-02-22
21.935,3364840516.8519645,308906985.69944227,binancecoin,2020-02-23
22.872,3510096072.4666047,370143216.20063436,binancecoin,2020-02-24
22.034,3364128427.944973,305719319.9020813,binancecoin,2020-02-25
20.385,3134455973.6722302,292947590.95183,binancecoin,2020-02-26
18.711,2858511810.4523153,346015231.2115283,binancecoin,2020-02-27
19.121,2921518777.105417,334602154.89532155,binancecoin,2020-02-28
18.968,2926158625.653091,475710231.97751814,binancecoin,2020-02-29
19.316,2982985653.833748,510660552.38554364,binancecoin,2020-03-01
18.991,2908085916.4507985,279150858.820654,binancecoin,2020-03-02
19.87,3047290851.6456995,342469581.8297362,binancecoin,2020-03-03
19.592,2967313549.754455,328500278.4133449,binancecoin,2020-03-04
19.998,3023669002.147633,316845189.14028096,binancecoin,2020-03-05
20.82,3148122007.3728514,348942110.5211332,binancecoin,2020-03-06
21.32,3225098953.680081,395065946.11913174,binancecoin,2020-03-07
20.035,3021511858.4877877,314894895.76634705,binancecoin,2020-03-08
16.877,2576606762.579333,273483539.38262784,binancecoin,2020-03-09
16.584,2497008181.427224,383658471.5850716,binancecoin,2020-03-10
16.886,2565981290.9065304,330638655.66053146,binancecoin,2020-03-11
16.568,2493501408.1594257,267252146.98900422,binancecoin,2020-03-12
9.473,1437874399.8177972,412918004.27244896,binancecoin,2020-03-13
10.895,1615054798.958406,551414732.7958282,binancecoin,2020-03-14
10.131,1527890811.8259366,270906520.91289306,binancecoin,2020-03-15
10.386,1590139361.762785,298770292.3439776,binancecoin,2020-03-16
9.401,1431388393.079302,284841626.1916497,binancecoin,2020-03-17
10.334,1573699552.2746863,232219642.13628066,binancecoin,2020-03-18
10.374,1563418016.331947,272872630.2164863,binancecoin,2020-03-19
12.253,1858603761.587601,346191031.6141539,binancecoin,2020-03-20
11.850999999999999,1792058784.8584447,387993875.20748466,binancecoin,2020-03-21
12.0,1818360426.9880836,341768011.0348854,binancecoin,2020-03-22
11.179,1688695769.9758637,282013365.28632444,binancecoin,2020-03-23
12.104,1829868580.8328981,324459115.2472918,binancecoin,2020-03-24
12.453,1885028599.3923173,285530102.6883414,binancecoin,2020-03-25
12.346,1863775406.9928648,248158273.55825168,binancecoin,2020-03-26
13.213,1991459536.455704,272095324.0621892,binancecoin,2020-03-27
12.357,1843089830.9325595,171866476.06557032,binancecoin,2020-03-28
12.218,1843685185.2425025,215130548.22815248,binancecoin,2020-03-29
11.336,1716989350.6215217,187370629.17247185,binancecoin,2020-03-30
12.186,1843126769.70464,276558085.3459742,binancecoin,2020-03-31
12.6,1906878809.1019008,329247177.62576646,binancecoin,2020-04-01
12.729,1927232838.8563735,334856444.027969,binancecoin,2020-04-02
13.081,1971192627.5220792,383892319.3328998,binancecoin,2020-04-03
13.324,2014757335.7077563,361905470.712815,binancecoin,2020-04-04
13.78,2084146996.1098824,388516838.90420467,binancecoin,2020-04-05
13.709,2073669546.9899516,407729033.9438091,binancecoin,2020-04-06
15.136,2289489107.291751,444447157.62263274,binancecoin,2020-04-07
14.66,2207454729.0589533,420044095.23663163,binancecoin,2020-04-08
15.075,2282382271.7350097,394584672.40297484,binancecoin,2020-04-09
15.029,2271676119.4907784,365221668.38892925,binancecoin,2020-04-10
13.719,2073910713.8429258,339027340.51505905,binancecoin,2020-04-11
13.827,2087481774.1363175,379071140.06073177,binancecoin,2020-04-12
14.265,2178116505.78815,404979912.8145258,binancecoin,2020-04-13
15.046,2272857627.6622605,415375272.6500968,binancecoin,2020-04-14
15.583,2357467179.205417,431913949.0107081,binancecoin,2020-04-15
14.586,2207839720.3607697,393386119.49128634,binancecoin,2020-04-16
15.667,2369647148.5940456,414415761.36328465,binancecoin,2020-04-17
15.616,2370773171.7872663,416729931.6338204,binancecoin,2020-04-18
16.553,2448080536.0223794,414857231.9136506,binancecoin,2020-04-19
16.047,2377982679.590395,413369977.709689,binancecoin,2020-04-20
15.028,2228118491.7570333,377680441.78727716,binancecoin,2020-04-21
15.097,2232531184.047116,304659694.1730378,binancecoin,2020-04-22
15.687,2319816863.694298,372342615.9260412,binancecoin,2020-04-23
15.97,2353229636.8727207,214383568.26007268,binancecoin,2020-04-24
15.895,2352743588.494633,347741153.1115197,binancecoin,2020-04-25
16.237,2402829550.629272,357506648.81549746,binancecoin,2020-04-26
16.374,2419596600.6712656,372633462.4635326,binancecoin,2020-04-27
16.413,2423050238.754496,382565165.0994733,binancecoin,2020-04-28
16.362,2419444104.3851547,380017273.227351,binancecoin,2020-04-29
17.394,2563905019.005386,458695909.0023823,binancecoin,2020-04-30
16.981,2521986646.0992293,487612724.2536601,binancecoin,2020-05-01
17.452,2584203457.0105963,454273601.33557147,binancecoin,2020-05-02
17.52,2594586018.023593,403799189.0925784,binancecoin,2020-05-03
17.095,2526415835.1669164,376859551.6469846,binancecoin,2020-05-04
17.019,2503993914.5150027,422356843.275439,binancecoin,2020-05-05
16.883,2490362707.68423,369161574.8576094,binancecoin,2020-05-06
16.512,2471282824.909132,384069116.94024825,binancecoin,2020-05-07
16.974,2525210913.3767586,404774330.5950351,binancecoin,2020-05-08
17.174,2536683339.7633896,341410123.1838205,binancecoin,2020-05-09
16.831,2495851840.77263,373684312.1517708,binancecoin,2020-05-10
15.319,2258003159.3085427,437921979.77575225,binancecoin,2020-05-11
15.079,2231962404.7689114,391877781.01694405,binancecoin,2020-05-12
15.738,2327383911.2319427,370701815.9903347,binancecoin,2020-05-13
16.179,2390558640.3661294,309359496.9698777,binancecoin,2020-05-14
16.354,2418544120.370333,309626333.98877025,binancecoin,2020-05-15
15.666,2317509550.3867197,311813810.4933699,binancecoin,2020-05-16
15.999,2371381209.7246,312867861.06848085,binancecoin,2020-05-17
16.281,2407687200.4762278,275407723.4557968,binancecoin,2020-05-18
16.61,2456333484.604976,273184898.2741001,binancecoin,2020-05-19
17.168,2542931077.0229716,305892968.0599993,binancecoin,2020-05-20
16.881,2496496117.670325,288053715.1739693,binancecoin,2020-05-21
16.067,2378561522.0209627,247644529.32985726,binancecoin,2020-05-22
16.425,2433514189.1309667,267131549.19327265,binancecoin,2020-05-23
16.476,2432310884.606986,261935069.89480847,binancecoin,2020-05-24
15.992,2364976579.025716,266690358.4166988,binancecoin,2020-05-25
16.344,2416857097.4160295,250808033.5711497,binancecoin,2020-05-26
16.223,2395241252.1863637,243698612.37050465,binancecoin,2020-05-27
16.453,2430831282.617362,271999812.2086002,binancecoin,2020-05-28
17.037,2519147859.662903,289518116.6239882,binancecoin,2020-05-29
16.996,2514242773.5231204,253571349.5085586,binancecoin,2020-05-30
17.74,2623199554.996485,302824541.290146,binancecoin,2020-05-31
17.08,2508703324.268179,297854669.4223539,binancecoin,2020-06-01
17.868,2655040579.638382,315491464.56560177,binancecoin,2020-06-02
17.278,2555160161.912837,271525033.77835363,binancecoin,2020-06-03
17.532,2592716465.79479,254801494.10416886,binancecoin,2020-06-04
17.768,2622151848.8793354,257877264.18799347,binancecoin,2020-06-05
17.643,2609083547.6139207,273877565.9260186,binancecoin,2020-06-06
17.544,2594510241.243783,220115765.14981315,binancecoin,2020-06-07
17.386,2569939047.803725,222645848.71687517,binancecoin,2020-06-08
17.392,2577895737.5594263,204601412.02459878,binancecoin,2020-06-09
17.358,2566693310.4844394,198081099.2391379,binancecoin,2020-06-10
17.4,2567525315.8305535,210381520.46037987,binancecoin,2020-06-11
16.315,2405200798.5210166,210778571.13409096,binancecoin,2020-06-12
16.633,2458716489.464939,220024360.0700192,binancecoin,2020-06-13
16.808,2482197891.362207,207559002.9352048,binancecoin,2020-06-14
16.572,2450773581.1365023,190361237.14640367,binancecoin,2020-06-15
16.378,2422013097.527766,195644814.4210931,binancecoin,2020-06-16
16.418,2426825300.850088,197505707.13496932,binancecoin,2020-06-17
16.389,2424884750.756174,176497164.57965845,binancecoin,2020-06-18
16.169,2394325177.8205113,164635413.13393015,binancecoin,2020-06-19
15.964,2361132693.7891955,160644324.961006,binancecoin,2020-06-20
16.054,2373897719.7149124,163099721.25134048,binancecoin,2020-06-21
15.948,2358874801.5481806,142296013.71279278,binancecoin,2020-06-22
16.493,2437229810.816067,176844093.98665848,binancecoin,2020-06-23
16.376,2417477041.4239235,159228450.33758786,binancecoin,2020-06-24
15.994,2370741002.541043,157180736.40353307,binancecoin,2020-06-25
15.914,2353394947.3436666,135826468.64633995,binancecoin,2020-06-26
15.761,2330947468.521242,139383327.08905104,binancecoin,2020-06-27
15.143,2244154724.2146554,148605617.12573752,binancecoin,2020-06-28
15.366,2273304407.392324,155023700.98705325,binancecoin,2020-06-29
15.476,2288640054.1966186,162349712.6537846,binancecoin,2020-06-30
15.43,2283276873.7562456,152275345.61008513,binancecoin,2020-07-01
15.82,2341084177.1575685,150816511.4860776,binancecoin,2020-07-02
15.351,2271469452.384509,137641601.15897283,binancecoin,2020-07-03
15.293,2264032087.7304187,149724446.6696348,binancecoin,2020-07-04
15.554,2297513032.595132,162034682.78683698,binancecoin,2020-07-05
15.492,2289383666.6296763,148849664.41877323,binancecoin,2020-07-06
16.314,2412542715.3395653,158082223.97192276,binancecoin,2020-07-07
16.773,2480460217.1846757,199544301.54038182,binancecoin,2020-07-08
17.189,2541966350.3867364,212912177.01362133,binancecoin,2020-07-09
16.82,2485639478.8712196,182521636.96485597,binancecoin,2020-07-10
17.217,2547754640.775417,176179742.2433897,binancecoin,2020-07-11
17.615,2604910436.970678,186529499.80665672,binancecoin,2020-07-12
18.282,2698495512.134894,232019605.6367238,binancecoin,2020-07-13
18.385,2715245514.9643817,258356560.2064651,binancecoin,2020-07-14
18.09,2675828065.214395,210848062.3672368,binancecoin,2020-07-15
17.603,2603200688.7911263,168240728.71579066,binancecoin,2020-07-16
17.152,2536635434.4637985,168565071.74256504,binancecoin,2020-07-17
17.08,2523851243.1158524,144813495.0179024,binancecoin,2020-07-18
17.136,2534108968.2212358,140702673.06949532,binancecoin,2020-07-19
17.965,2665508175.6084304,215049200.92058906,binancecoin,2020-07-20
17.48,2585027026.4680834,216275927.6935094,binancecoin,2020-07-21
17.74,2623383923.4302955,188660804.88108465,binancecoin,2020-07-22
18.065,2659506640.3949366,205429162.14826882,binancecoin,2020-07-23
18.679,2760438295.9559746,215334638.41373804,binancecoin,2020-07-24
19.174,2834374931.4004855,258626823.26984847,binancecoin,2020-07-25
19.808,2935074481.7602634,272679558.3175524,binancecoin,2020-07-26
19.521,2885760248.0615215,256257974.0379285,binancecoin,2020-07-27
19.682,2910698837.6927166,343447724.2415311,binancecoin,2020-07-28
20.16,2981283364.288104,288337828.9216607,binancecoin,2020-07-29
19.872,2937168739.556445,207031363.72103673,binancecoin,2020-07-30
20.031,2965551533.5553617,199617619.82762265,binancecoin,2020-07-31
20.694,3060607052.3759594,236980556.8841673,binancecoin,2020-08-01
21.602,3199992932.004054,277265421.70421046,binancecoin,2020-08-02
20.908,3086470430.666615,315451499.9332235,binancecoin,2020-08-03
21.956,3239321258.8805118,279416796.59802943,binancecoin,2020-08-04
22.263,3293276431.1433253,246028383.432916,binancecoin,2020-08-05
23.258,3438061584.3995376,350188271.6294137,binancecoin,2020-08-06
22.727,3370982469.604111,262793562.791695,binancecoin,2020-08-07
22.199,3278820417.3771663,334483626.1144872,binancecoin,2020-08-08
22.869,3378074822.8434706,246134097.37599334,binancecoin,2020-08-09
22.42,3315615444.52618,224819393.0913663,binancecoin,2020-08-10
22.574,3339788962.5250287,241187735.45758697,binancecoin,2020-08-11
21.134,3114747466.7359214,328915622.616668,binancecoin,2020-08-12
21.601,3188863589.722237,270049274.1905097,binancecoin,2020-08-13
21.761,3215330089.174842,286251052.123591,binancecoin,2020-08-14
23.024,3404939838.3994946,385009628.8177579,binancecoin,2020-08-15
22.908,3387732401.9469113,283594972.62556607,binancecoin,2020-08-16
23.475,3473865123.87327,284809741.52866864,binancecoin,2020-08-17
23.526,3476788975.014206,280196303.51109457,binancecoin,2020-08-18
22.974,3397690721.6801467,271410617.3488436,binancecoin,2020-08-19
22.308,3302382351.2778296,240981711.80246103,binancecoin,2020-08-20
23.073,3414255884.599508,253331918.21161318,binancecoin,2020-08-21
22.095,3260640031.8602395,262582143.53376904,binancecoin,2020-08-22
22.176,3277780668.5864797,207704017.55741757,binancecoin,2020-08-23
21.838,3233813725.379268,191951846.5603934,binancecoin,2020-08-24
22.571,3336417081.5551314,198567502.87549114,binancecoin,2020-08-25
21.452,3176756104.727373,246965279.2546199,binancecoin,2020-08-26
22.226,3295697167.2175984,265829129.09790176,binancecoin,2020-08-27
23.072,3411961399.9894276,298087776.5902209,binancecoin,2020-08-28
23.065,3413764685.101583,275873858.950788,binancecoin,2020-08-29
22.992,3408734637.1192765,224020180.56624666,binancecoin,2020-08-30
23.623,3486695535.7498837,242465281.0725434,binancecoin,2020-08-31
23.163,3429200221.899609,226364373.29574117,binancecoin,2020-09-01
24.667,3678647220.13556,464622720.8644604,binancecoin,2020-09-02
24.646,3644800878.5971384,598973209.7440873,binancecoin,2020-09-03
20.517,3057090063.010929,610440504.7358899,binancecoin,2020-09-04
20.967,3101433925.4020534,513886862.9835712,binancecoin,2020-09-05
19.407,2870047729.5380454,418830419.4678139,binancecoin,2020-09-06
23.236,3441897088.2076416,755431632.9076576,binancecoin,2020-09-07
22.315,3289616682.4529815,565967822.6691893,binancecoin,2020-09-08
23.009,3391729400.819674,569283063.0351115,binancecoin,2020-09-09
24.486,3606231301.6235266,467657915.7861689,binancecoin,2020-09-10
24.414,3603704433.991752,480864281.37880474,binancecoin,2020-09-11
25.389,3752802265.119167,443497208.2735328,binancecoin,2020-09-12
28.453,4189027940.767463,722048008.6022166,binancecoin,2020-09-13
31.117,4578726414.545887,1204406182.07132,binancecoin,2020-09-14
31.213,4512125844.064322,1073196306.9024168,binancecoin,2020-09-15
27.176,4009700860.4941754,935693765.1603587,binancecoin,2020-09-16
27.855,4122357757.56389,711704644.2212099,binancecoin,2020-09-17
26.792,3959528315.0560274,425105137.0244049,binancecoin,2020-09-18
27.095,3976466685.154942,406378803.9085718,binancecoin,2020-09-19
27.203,4024066272.6573086,350612365.6065321,binancecoin,2020-09-20
26.429,3891106120.858083,370273177.6034905,binancecoin,2020-09-21
23.533,3493931691.129836,423273273.27081376,binancecoin,2020-09-22
24.027,3535552468.393081,378103488.0063865,binancecoin,2020-09-23
22.81,3373414662.270313,347342769.967389,binancecoin,2020-09-24
24.518,3626151929.2579103,373755511.9432241,binancecoin,2020-09-25
24.626,3635723607.8745704,353550737.40461797,binancecoin,2020-09-26
26.179,3874918801.864329,360614333.50742364,binancecoin,2020-09-27
26.194,3864067179.6542735,346164386.63903743,binancecoin,2020-09-28
26.849,3964694603.56834,409745128.1550127,binancecoin,2020-09-29
28.784,4253400066.790345,470569222.7425147,binancecoin,2020-09-30
29.241,4325855176.035254,443200921.29671556,binancecoin,2020-10-01
27.459,4036519254.14418,443482779.6053237,binancecoin,2020-10-02
27.248,4021625433.981785,476985560.9632853,binancecoin,2020-10-03
28.22,4184514172.408719,388752523.4064708,binancecoin,2020-10-04
28.974,4283270102.311906,396194635.61245245,binancecoin,2020-10-05
28.603,4235422294.4251127,340780200.76853126,binancecoin,2020-10-06
27.673000000000002,4081175972.411447,395033652.70382965,binancecoin,2020-10-07
27.674,4093867354.474435,316761178.07295865,binancecoin,2020-10-08
27.692,4090366937.1627183,344379052.54621184,binancecoin,2020-10-09
28.39,4198511785.695526,338942258.57169855,binancecoin,2020-10-10
28.262,4178281516.429207,327974396.03624696,binancecoin,2020-10-11
28.506,4216513538.6379657,306144831.547913,binancecoin,2020-10-12
30.676,4529414810.436585,501643095.2806933,binancecoin,2020-10-13
30.686,4536387303.784849,406898662.76747274,binancecoin,2020-10-14
30.876,4566346921.865745,340246039.76171505,binancecoin,2020-10-15
31.223,4615821052.678012,377660568.15032285,binancecoin,2020-10-16
29.98,4436816337.992663,407813529.0375932,binancecoin,2020-10-17
30.235,4471124012.698126,281729618.2540635,binancecoin,2020-10-18
30.644,4528416810.2740555,305775892.0636006,binancecoin,2020-10-19
29.909,4422322858.349566,292131231.6325848,binancecoin,2020-10-20
28.774,4241175299.4954963,366817435.25940573,binancecoin,2020-10-21
29.641,4374680295.690144,378415820.34878945,binancecoin,2020-10-22
30.569,4520768370.052209,363601027.96567017,binancecoin,2020-10-23
30.599,4521344664.32785,310854925.1716537,binancecoin,2020-10-24
30.555,4517960819.150934,230330957.9506717,binancecoin,2020-10-25
30.068,4446242745.625003,213890436.16814473,binancecoin,2020-10-26
31.111,4603816454.737595,347858958.9163765,binancecoin,2020-10-27
31.58,4683647247.1061,418613518.2262594,binancecoin,2020-10-28
30.383,4484041908.978538,344046319.3747321,binancecoin,2020-10-29
29.822,4420211966.048975,274519364.77393854,binancecoin,2020-10-30
28.497,4216701943.861658,374739907.4504778,binancecoin,2020-10-31
28.386,4195740161.800611,256734113.1870628,binancecoin,2020-11-01
28.383,4189298124.874467,237009570.97837183,binancecoin,2020-11-02
27.902,4129579048.05467,280531334.2585679,binancecoin,2020-11-03
26.86,3964658696.983034,315141928.44167733,binancecoin,2020-11-04
26.85,3967025116.0989704,268356799.9171577,binancecoin,2020-11-05
27.66,4094007654.9120317,319732745.8410764,binancecoin,2020-11-06
28.931,4277111583.0896845,351340615.5105792,binancecoin,2020-11-07
27.695,4095631471.42624,379171084.87878275,binancecoin,2020-11-08
28.273,4188047516.4405794,350090761.52055746,binancecoin,2020-11-09
27.978,4123746337.8883257,367057927.76282877,binancecoin,2020-11-10
28.151,4166476642.6499786,319364158.02644795,binancecoin,2020-11-11
27.939,4116039125.5761733,310574387.24002296,binancecoin,2020-11-12
27.544,4082305596.914276,291419186.2722597,binancecoin,2020-11-13
28.193,4164934047.7832813,311995951.6239633,binancecoin,2020-11-14
27.954,4138996735.163435,278005831.2590616,binancecoin,2020-11-15
27.602,4078970764.357405,275640282.474266,binancecoin,2020-11-16
28.022,4142983110.0273514,299723403.71419746,binancecoin,2020-11-17
28.497,4214237524.1577663,348152455.14384276,binancecoin,2020-11-18
28.069,4153238203.9986515,352337836.81396353,binancecoin,2020-11-19
28.046,4147358204.585626,358451200.4430944,binancecoin,2020-11-20
28.851,4272178890.3894467,405663771.1299502,binancecoin,2020-11-21
30.452,4508909727.234483,525345854.5300972,binancecoin,2020-11-22
29.977,4442355802.130595,525885402.072846,binancecoin,2020-11-23
30.894,4543628008.752998,542655453.1484727,binancecoin,2020-11-24
33.74,4982769840.406043,1096295979.1698856,binancecoin,2020-11-25
31.386,4638993020.327642,750470552.5857823,binancecoin,2020-11-26
28.184,4160410878.601351,822530057.4413354,binancecoin,2020-11-27
28.488,4205742907.961242,449165862.3846898,binancecoin,2020-11-28
29.112,4300575783.620462,438446980.13024384,binancecoin,2020-11-29
30.112,4451872526.18575,452491273.7054235,binancecoin,2020-11-30
31.245,4628855599.420553,485785914.1281714,binancecoin,2020-12-01
30.134,4456593037.752746,540539151.3051172,binancecoin,2020-12-02
30.286,4485798669.948128,431345761.8952676,binancecoin,2020-12-03
30.652,4532470312.734571,366696348.5469697,binancecoin,2020-12-04
29.155,4313659353.384783,404722653.6812755,binancecoin,2020-12-05
29.723,4395591397.934824,341090339.91534233,binancecoin,2020-12-06
29.486,4358178089.7922735,277581850.8680908,binancecoin,2020-12-07
29.355,4341263148.865393,265602209.8179246,binancecoin,2020-12-08
27.668,4099895788.270019,364433924.77309805,binancecoin,2020-12-09
28.196,4167230661.076464,357146579.4139781,binancecoin,2020-12-10
27.699,4097433907.2959285,296247774.37832355,binancecoin,2020-12-11
27.386,4051182427.359371,309358142.1115438,binancecoin,2020-12-12
28.159,4163931310.434167,269415971.9404911,binancecoin,2020-12-13
29.05,4284844712.4802995,306303184.774815,binancecoin,2020-12-14
29.97,4423709692.446076,395357036.7418401,binancecoin,2020-12-15
29.526,4363659616.569024,341458022.6324174,binancecoin,2020-12-16
30.447,4502642498.3104515,414821464.63638496,binancecoin,2020-12-17
30.152,4458380241.204621,549773127.6389786,binancecoin,2020-12-18
30.954,4575748263.384468,411494715.5457899,binancecoin,2020-12-19
33.286,4916865111.165444,656751764.5993361,binancecoin,2020-12-20
34.19,5051713693.403217,732020161.0167117,binancecoin,2020-12-21
32.303,4777115837.70322,713959772.0509456,binancecoin,2020-12-22
33.51,4945772817.2023,667525756.72639,binancecoin,2020-12-23
31.298,4660064269.514709,715085462.9995052,binancecoin,2020-12-24
32.497,4814447228.089379,576913722.6583679,binancecoin,2020-12-25
33.158,4899865020.948586,481229184.400561,binancecoin,2020-12-26
33.512,4954948231.448557,507064929.03805727,binancecoin,2020-12-27
33.497,4973685729.749473,678051299.7817285,binancecoin,2020-12-28
35.916,5302039004.723987,722362992.9008424,binancecoin,2020-12-29
38.838,5722427540.454511,1167579329.0255787,binancecoin,2020-12-30
38.151,5644561342.625012,595689639.2379647,binancecoin,2020-12-31
37.395,5507755823.482548,540443823.3416194,binancecoin,2021-01-01
37.907,5584591445.479913,548599820.9229406,binancecoin,2021-01-02
38.341,5664992538.860413,637202193.8641078,binancecoin,2021-01-03
41.074,6162622121.465481,942962614.7706436,binancecoin,2021-01-04
39.963,5860212415.082251,962253282.3266126,binancecoin,2021-01-05
41.7,6146043355.419785,750006113.3520838,binancecoin,2021-01-06
42.183,6213203841.025946,804566738.1656963,binancecoin,2021-01-07
43.4,6360257240.65883,993406143.5104641,binancecoin,2021-01-08
42.467,6257342788.151831,741620428.8442516,binancecoin,2021-01-09
44.009,6535325408.396228,627647722.2753556,binancecoin,2021-01-10
42.584,6321067625.073282,809936299.3155736,binancecoin,2021-01-11
38.454,5708211117.642347,1050223987.9080731,binancecoin,2021-01-12
38.114,5655761600.931015,652529246.5605841,binancecoin,2021-01-13
40.226,5950937294.099859,597978132.5142691,binancecoin,2021-01-14
